key,where_it_appears,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours
backup_refused_file,The chosen file is not a backup from this app.,That is not a backup from this app.,זה אינו קובץ גיבוי של האפליקציה הזו.,هذا ليس ملف نسخة احتياطية من هذا التطبيق.,,
backup_newer_app,The backup was written by a newer version of the app.,"That backup was made by a newer version of the app. Update first, then restore it.",הגיבוי נוצר בגרסה חדשה יותר של האפליקציה. עדכנו תחילה ואז שחזרו.,أُنشئت هذه النسخة بإصدار أحدث من التطبيق. حدّث أولًا ثم استعِد.,,
backup_rolled_back,The restore failed part way and the original was put back.,"The restore did not finish, and everything you had is still here. Try again.","השחזור לא הושלם, וכל מה שהיה לכם עדיין כאן. נסו שוב.",لم تكتمل الاستعادة، وكل ما لديك ما زال موجودًا. حاول مرة أخرى.,,
backup_failed,"Generic failure: wrong passphrase or damaged file, deliberately not distinguished.",That did not work. Either the passphrase is wrong or the file is damaged.,זה לא הצליח. או שביטוי הסיסמה שגוי או שהקובץ פגום.,لم تنجح العملية. إما أن عبارة المرور خاطئة أو أن الملف تالف.,,
backup_passphrase,Label for the backup passphrase field.,Passphrase,ביטוי סיסמה,عبارة المرور,,
backup_passphrase_again,"Second passphrase field, to catch a typo.",Type it again,הקלידו שוב,أعد كتابتها,,
backup_passphrase_open,Dialog title when opening a backup.,The passphrase for this backup,ביטוי הסיסמה של הגיבוי הזה,عبارة المرور لهذه النسخة,,
backup_passphrase_warning,"There is no recovery. Said plainly, before the field.","Write this down somewhere safe. Nobody can reset it, and without it the backup cannot be opened by anyone, including us.","רשמו אותו במקום בטוח. אף אחד אינו יכול לאפס אותו, ובלעדיו איש אינו יכול לפתוח את הגיבוי, כולל אנחנו.",دوّنها في مكان آمن. لا يمكن لأحد إعادة تعيينها، وبدونها لا يستطيع أحد فتح النسخة، بمن فيهم نحن.,,
backup_too_short,Passphrase below the minimum length.,At least 12 characters. This locks a file somebody could copy and take away.,לפחות 12 תווים. זה נועל קובץ שאפשר להעתיק ולקחת.,12 حرفًا على الأقل. هذا يقفل ملفًا يمكن نسخه وأخذه.,,
backup_no_match,The two passphrase fields differ.,The two do not match.,השניים אינם תואמים.,العبارتان غير متطابقتين.,,
backup_too_plain,Long but with too few distinct characters.,Too few different characters. Length alone is not strength.,מעט מדי תווים שונים. אורך לבדו אינו חוזק.,عدد الأحرف المختلفة قليل جدًا. الطول وحده ليس قوة.,,
backup_check,"Button that opens a backup to see what is in it, without restoring.",Check a backup,בדיקת גיבוי,افحص نسخة احتياطية,,
backup_contents,"What a checked backup holds. %1$s is when it was taken, then jobs, people, photos.","Taken %1$s: %2$d jobs, %3$d people, %4$d photographs and videos.","נלקח ב־%1$s: %2$d פרויקטים, %3$d אנשים, %4$d תמונות וסרטונים.",أُخذت في %1$s: %2$d مشاريع، %3$d أشخاص، %4$d صورة وفيديو.,,
backup_damaged,The archive opened but the database inside failed SQLite's integrity check.,The file opened but the database inside it is damaged. Do not rely on this one — take a fresh backup.,הקובץ נפתח אך מסד הנתונים שבתוכו פגום. אל תסתמכו עליו — צרו גיבוי חדש.,فُتح الملف لكن قاعدة البيانات داخله تالفة. لا تعتمد عليه — أنشئ نسخة جديدة.,,
search_hint,Placeholder in the one search box that covers the whole app.,"A name, a number, a reference","שם, מספר או סימוכין",اسم أو رقم أو مرجع,,
search_start,"Shown before anything is typed, so people know how wide the search is.","Everything on this phone is searched at once: jobs, people, stock, orders, permits, snags and plant.","החיפוש עובר בבת אחת על הכול במכשיר: פרויקטים, אנשים, מלאי, הזמנות, היתרים, ליקויים וציוד.",يبحث دفعة واحدة في كل ما على هذا الجهاز: المشاريع والأشخاص والمخزون والطلبيات والتصاريح والعيوب والمعدات.,,
search_short,"One letter matches most of the database, so nothing is searched until two.",Two letters at least.,לפחות שתי אותיות.,حرفان على الأقل.,,
search_nothing,No results. %1$s is what was typed.,Nothing matched %1$s.,לא נמצא דבר עבור %1$s.,لا شيء يطابق %1$s.,,
search_only_yours,"Footnote on the results, so an empty list is not mistaken for an empty database.",Only what your role lets you see is searched.,החיפוש מציג רק את מה שההרשאות שלכם מתירות לראות.,لا يشمل البحث إلا ما تسمح لك صلاحيتك برؤيته.,,
search_kind_job,Tag on a result row saying which register it came out of.,Job,עבודה,عمل,,
search_kind_person,,Person,אדם,شخص,,
search_kind_item,,Item,פריט,صنف,,
search_kind_order,,Order,הזמנה,طلبية,,
search_kind_permit,,Permit,היתר עבודה,تصريح عمل,,
search_kind_snag,,Snag,ליקוי,عيب,,
search_kind_plant,,Plant,ציוד,معدات,,
backup_restart_now,Button that closes the app and opens it again to finish a staged restore.,Close and open now,סגירה ופתיחה עכשיו,أغلق وافتح الآن,,
terms_lead,Lead paragraph of the terms of use screen.,"This is what the app is, what it is not, and what you are answerable for. It is short because the app has no server and collects nothing: most of what terms of use usually cover does not happen here.","זה מה שהאפליקציה היא, מה שהיא אינה, ועל מה אתם אחראים. הטקסט קצר משום שאין שרת ואין איסוף מידע: רוב מה שתנאי שימוש נדרשים לכסות פשוט אינו קורה כאן.",هذا ما هو التطبيق، وما ليس هو، وما أنت مسؤول عنه. النص قصير لأنه لا يوجد خادم ولا جمع بيانات: معظم ما تغطّيه شروط الاستخدام عادةً لا يحدث هنا.,,
terms_what_title,,What this software is,מה התוכנה הזאת,ما هذا البرنامج,,
terms_what_body,,"A record-keeping tool for construction work: stock, tasks, people, evidence and money. It runs on the device and keeps its data there.","כלי לתיעוד עבודות בנייה: מלאי, משימות, אנשים, ראיות וכסף. הוא פועל על המכשיר ושומר את המידע בו.",أداة لتوثيق أعمال البناء: مخزون ومهام وأشخاص وأدلة وحسابات. يعمل على الجهاز ويحفظ بياناته فيه.,,
terms_not_title,,It is not a safety system,זו אינה מערכת בטיחות,ليس نظام سلامة,,
terms_not_body,,"The app carries checklists, permit forms, inspection registers and references to Israeli standards. They are prompts for a competent person to work through. They do not make a job safe, they do not certify anybody, and following them is not a defence. A scaffold is signed off by somebody qualified to sign it off; an excavation is inspected by somebody competent to inspect it. The app records that this happened. It cannot do it. Where a standard is named, the name is a pointer for the site file — not a reproduction of the standard and not a substitute for reading it.","באפליקציה יש רשימות תיוג, טפסי היתר, פנקסי בדיקה והפניות לתקנים ישראליים. אלה תזכורות לאדם מוסמך לעבוד לפיהן. הן אינן הופכות עבודה לבטוחה, אינן מסמיכות איש, ומילוין אינו הגנה. פיגום מאושר בידי מי שמוסמך לאשר אותו; חפירה נבדקת בידי מי שכשיר לבדוק אותה. האפליקציה מתעדת שזה קרה. היא אינה יכולה לעשות זאת. כאשר מוזכר תקן, השם הוא מצביע לתיק האתר — לא שכפול של התקן ולא תחליף לקריאתו.",يحتوي التطبيق قوائم تدقيق ونماذج تصاريح وسجلات فحص وإشارات إلى المواصفات الإسرائيلية. هي تذكيرات ليعمل بها شخص مؤهَّل. لا تجعل العمل آمناً، ولا تمنح أحداً شهادة، واتّباعها ليس دفاعاً. السقالة يعتمدها من هو مؤهَّل لاعتمادها؛ والحفرية يفحصها من هو كفء لفحصها. التطبيق يوثّق أن ذلك حدث. ولا يستطيع القيام به. وحين يُذكر معيار، فالاسم دليل لملف الموقع — لا نسخة عن المعيار ولا بديل عن قراءته.,,
